3.500000000000000000e+03,0.000000000000000000e+00,9.674474000930786133e-01,4.474047851562500000e+01,9.000000000000000000e+00,3.100000000000000000e+01,1.458700000000000000e+04,6.800000000000000000e+01,1.750000000000000000e+02
3.500000000000000000e+03,1.000000000000000000e+00,9.871222376823425293e-01,4.804072952270507812e+01,8.000000000000000000e+00,4.000000000000000000e+00,1.752800000000000000e+04,5.200000000000000000e+01,1.640000000000000000e+02
3.500000000000000000e+03,2.000000000000000000e+00,9.915044903755187988e-01,4.822357559204101562e+01,5.000000000000000000e+00,4.500000000000000000e+01,1.932600000000000000e+04,2.100000000000000000e+01,1.500000000000000000e+02
3.500000000000000000e+03,3.000000000000000000e+00,9.941303133964538574e-01,5.074092483520507812e+01,1.000000000000000000e+00,9.500000000000000000e+01,2.400500000000000000e+04,1.900000000000000000e+01,1.160000000000000000e+02
3.500000000000000000e+03,4.000000000000000000e+00,9.839242696762084961e-01,4.588642120361328125e+01,2.000000000000000000e+00,1.570000000000000000e+02,2.889600000000000000e+04,8.000000000000000000e+01,9.700000000000000000e+01
3.500000000000000000e+03,5.000000000000000000e+00,9.720751643180847168e-01,4.151458740234375000e+01,5.000000000000000000e+00,2.100000000000000000e+02,3.747700000000000000e+04,8.400000000000000000e+01,2.970000000000000000e+02
3.500000000000000000e+03,6.000000000000000000e+00,9.653391838073730469e-01,4.032441711425781250e+01,6.000000000000000000e+00,3.100000000000000000e+02,4.687300000000000000e+04,1.610000000000000000e+02,5.340000000000000000e+02
3.500000000000000000e+03,7.000000000000000000e+00,7.525315284729003906e-01,3.370125579833984375e+01,1.100000000000000000e+01,3.650000000000000000e+02,1.897700000000000000e+04,4.510000000000000000e+02,6.260000000000000000e+02
3.501000000000000000e+03,0.000000000000000000e+00,9.487044215202331543e-01,4.277359771728515625e+01,3.000000000000000000e+00,1.840000000000000000e+02,2.012500000000000000e+04,2.500000000000000000e+02,2.650000000000000000e+02
3.501000000000000000e+03,1.000000000000000000e+00,9.573379158973693848e-01,4.343852233886718750e+01,0.000000000000000000e+00,1.670000000000000000e+02,2.138000000000000000e+04,1.990000000000000000e+02,3.030000000000000000e+02
3.501000000000000000e+03,2.000000000000000000e+00,9.615778923034667969e-01,4.380614471435546875e+01,1.000000000000000000e+00,1.120000000000000000e+02,2.002000000000000000e+04,1.560000000000000000e+02,2.960000000000000000e+02
3.501000000000000000e+03,3.000000000000000000e+00,9.868029356002807617e-01,4.942934036254882812e+01,2.000000000000000000e+00,2.600000000000000000e+01,2.140700000000000000e+04,7.200000000000000000e+01,1.950000000000000000e+02
3.501000000000000000e+03,4.000000000000000000e+00,9.465883374214172363e-01,4.326001739501953125e+01,1.100000000000000000e+01,1.600000000000000000e+02,1.907200000000000000e+04,2.370000000000000000e+02,2.270000000000000000e+02
3.501000000000000000e+03,6.000000000000000000e+00,6.977088451385498047e-01,3.550738143920898438e+01,1.700000000000000000e+01,3.640000000000000000e+02,1.318000000000000000e+04,6.400000000000000000e+01,8.560000000000000000e+02
