3.500000000000000000e+03,0.000000000000000000e+00,9.239664077758789062e-01,3.078911018371582031e+01,9.000000000000000000e+00,3.100000000000000000e+01,1.458700000000000000e+04,5.000000000000000000e+00,4.250000000000000000e+02
3.500000000000000000e+03,1.000000000000000000e+00,9.502316117286682129e-01,3.226123046875000000e+01,8.000000000000000000e+00,4.000000000000000000e+00,1.752800000000000000e+04,4.000000000000000000e+00,3.900000000000000000e+02
3.500000000000000000e+03,2.000000000000000000e+00,9.460673928260803223e-01,3.147943687438964844e+01,5.000000000000000000e+00,4.500000000000000000e+01,1.932600000000000000e+04,1.400000000000000000e+01,4.680000000000000000e+02
3.500000000000000000e+03,3.000000000000000000e+00,9.710521697998046875e-01,3.339595413208007812e+01,1.000000000000000000e+00,9.500000000000000000e+01,2.400500000000000000e+04,9.000000000000000000e+00,5.190000000000000000e+02
3.500000000000000000e+03,4.000000000000000000e+00,9.545527100563049316e-01,3.202291107177734375e+01,2.000000000000000000e+00,1.570000000000000000e+02,2.889600000000000000e+04,2.500000000000000000e+01,3.870000000000000000e+02
3.500000000000000000e+03,5.000000000000000000e+00,9.409972429275512695e-01,3.023524284362792969e+01,5.000000000000000000e+00,2.100000000000000000e+02,3.747700000000000000e+04,1.800000000000000000e+01,5.050000000000000000e+02
3.500000000000000000e+03,6.000000000000000000e+00,9.131922125816345215e-01,2.949924850463867188e+01,6.000000000000000000e+00,3.100000000000000000e+02,4.687300000000000000e+04,3.500000000000000000e+01,1.036000000000000000e+03
3.500000000000000000e+03,7.000000000000000000e+00,8.086841106414794922e-01,2.507564353942871094e+01,1.100000000000000000e+01,3.650000000000000000e+02,1.897700000000000000e+04,8.500000000000000000e+01,1.240000000000000000e+03
3.501000000000000000e+03,0.000000000000000000e+00,8.544159531593322754e-01,2.842019844055175781e+01,3.000000000000000000e+00,1.840000000000000000e+02,2.012500000000000000e+04,3.180000000000000000e+02,6.860000000000000000e+02
3.501000000000000000e+03,1.000000000000000000e+00,8.785969614982604980e-01,2.897751235961914062e+01,0.000000000000000000e+00,1.670000000000000000e+02,2.138000000000000000e+04,2.560000000000000000e+02,6.640000000000000000e+02
3.501000000000000000e+03,2.000000000000000000e+00,9.099009037017822266e-01,3.086833572387695312e+01,1.000000000000000000e+00,1.120000000000000000e+02,2.002000000000000000e+04,1.330000000000000000e+02,5.370000000000000000e+02
3.501000000000000000e+03,3.000000000000000000e+00,9.481772780418395996e-01,3.307635879516601562e+01,2.000000000000000000e+00,2.600000000000000000e+01,2.140700000000000000e+04,1.070000000000000000e+02,4.190000000000000000e+02
3.501000000000000000e+03,4.000000000000000000e+00,8.726912140846252441e-01,2.836496543884277344e+01,1.100000000000000000e+01,1.600000000000000000e+02,1.907200000000000000e+04,3.560000000000000000e+02,8.160000000000000000e+02
