3.500000000000000000e+03,0.000000000000000000e+00,9.832020998001098633e-01,3.416879272460937500e+01,9.000000000000000000e+00,3.100000000000000000e+01,1.458700000000000000e+04,1.200000000000000000e+01,1.420000000000000000e+02
3.500000000000000000e+03,1.000000000000000000e+00,9.918794035911560059e-01,3.719575881958007812e+01,8.000000000000000000e+00,4.000000000000000000e+00,1.752800000000000000e+04,2.100000000000000000e+01,1.380000000000000000e+02
3.500000000000000000e+03,2.000000000000000000e+00,9.920285344123840332e-01,3.704884719848632812e+01,5.000000000000000000e+00,4.500000000000000000e+01,1.932600000000000000e+04,4.500000000000000000e+01,1.340000000000000000e+02
3.500000000000000000e+03,3.000000000000000000e+00,9.919419288635253906e-01,3.662019729614257812e+01,1.000000000000000000e+00,9.500000000000000000e+01,2.400500000000000000e+04,2.400000000000000000e+01,1.530000000000000000e+02
3.500000000000000000e+03,4.000000000000000000e+00,9.804586768150329590e-01,3.294012451171875000e+01,2.000000000000000000e+00,1.570000000000000000e+02,2.889600000000000000e+04,4.700000000000000000e+01,1.450000000000000000e+02
3.500000000000000000e+03,5.000000000000000000e+00,9.629688262939453125e-01,2.965829467773437500e+01,5.000000000000000000e+00,2.100000000000000000e+02,3.747700000000000000e+04,8.500000000000000000e+01,3.290000000000000000e+02
3.500000000000000000e+03,6.000000000000000000e+00,9.227708578109741211e-01,2.654112243652343750e+01,6.000000000000000000e+00,3.100000000000000000e+02,4.687300000000000000e+04,2.210000000000000000e+02,9.700000000000000000e+02
3.500000000000000000e+03,7.000000000000000000e+00,7.729558944702148438e-01,2.046233177185058594e+01,1.100000000000000000e+01,3.650000000000000000e+02,1.897700000000000000e+04,4.180000000000000000e+02,7.710000000000000000e+02
3.501000000000000000e+03,0.000000000000000000e+00,8.937352895736694336e-01,2.633249092102050781e+01,3.000000000000000000e+00,1.840000000000000000e+02,2.012500000000000000e+04,4.260000000000000000e+02,5.290000000000000000e+02
3.501000000000000000e+03,1.000000000000000000e+00,9.215070605278015137e-01,2.805426788330078125e+01,0.000000000000000000e+00,1.670000000000000000e+02,2.138000000000000000e+04,3.340000000000000000e+02,4.760000000000000000e+02
3.501000000000000000e+03,2.000000000000000000e+00,9.347023367881774902e-01,2.930896759033203125e+01,1.000000000000000000e+00,1.120000000000000000e+02,2.002000000000000000e+04,2.490000000000000000e+02,4.210000000000000000e+02
3.501000000000000000e+03,3.000000000000000000e+00,9.689250588417053223e-01,3.238673400878906250e+01,2.000000000000000000e+00,2.600000000000000000e+01,2.140700000000000000e+04,1.370000000000000000e+02,2.530000000000000000e+02
3.501000000000000000e+03,4.000000000000000000e+00,9.391899108886718750e-01,2.955919647216796875e+01,1.100000000000000000e+01,1.600000000000000000e+02,1.907200000000000000e+04,1.930000000000000000e+02,3.080000000000000000e+02
3.501000000000000000e+03,6.000000000000000000e+00,7.737709879875183105e-01,2.219673728942871094e+01,1.700000000000000000e+01,3.640000000000000000e+02,1.318000000000000000e+04,3.060000000000000000e+02,8.690000000000000000e+02
3.502000000000000000e+03,0.000000000000000000e+00,9.204320311546325684e-01,2.778713035583496094e+01,4.000000000000000000e+00,1.670000000000000000e+02,1.411500000000000000e+04,7.200000000000000000e+01,1.820000000000000000e+02
3.502000000000000000e+03,1.000000000000000000e+00,9.270347952842712402e-01,2.764367675781250000e+01,4.000000000000000000e+00,1.680000000000000000e+02,1.398200000000000000e+04,6.500000000000000000e+01,1.880000000000000000e+02
3.502000000000000000e+03,2.000000000000000000e+00,9.301646947860717773e-01,2.805322456359863281e+01,4.000000000000000000e+00,1.670000000000000000e+02,1.395100000000000000e+04,7.400000000000000000e+01,1.560000000000000000e+02
3.502000000000000000e+03,3.000000000000000000e+00,9.272560477256774902e-01,2.776771545410156250e+01,3.000000000000000000e+00,1.640000000000000000e+02,1.418100000000000000e+04,6.500000000000000000e+01,1.730000000000000000e+02
3.502000000000000000e+03,4.000000000000000000e+00,9.333941936492919922e-01,2.817294692993164062e+01,3.000000000000000000e+00,1.640000000000000000e+02,1.421200000000000000e+04,6.900000000000000000e+01,1.630000000000000000e+02
3.502000000000000000e+03,5.000000000000000000e+00,9.286090731620788574e-01,2.783834266662597656e+01,4.000000000000000000e+00,1.640000000000000000e+02,1.420400000000000000e+04,7.200000000000000000e+01,1.880000000000000000e+02
3.502000000000000000e+03,6.000000000000000000e+00,9.334924221038818359e-01,2.811216354370117188e+01,4.000000000000000000e+00,1.630000000000000000e+02,1.418000000000000000e+04,6.500000000000000000e+01,1.730000000000000000e+02
3.502000000000000000e+03,7.000000000000000000e+00,9.334359765052795410e-01,2.865375328063964844e+01,3.000000000000000000e+00,1.610000000000000000e+02,1.429600000000000000e+04,7.100000000000000000e+01,1.550000000000000000e+02
3.502000000000000000e+03,8.000000000000000000e+00,9.377632141113281250e-01,2.920746231079101562e+01,3.000000000000000000e+00,1.550000000000000000e+02,1.617100000000000000e+04,8.800000000000000000e+01,2.140000000000000000e+02
3.502000000000000000e+03,9.000000000000000000e+00,9.492181539535522461e-01,2.980624389648437500e+01,1.000000000000000000e+00,1.390000000000000000e+02,1.655500000000000000e+04,8.700000000000000000e+01,2.210000000000000000e+02
3.503000000000000000e+03,0.000000000000000000e+00,9.424427747726440430e-01,2.933168792724609375e+01,1.700000000000000000e+01,1.780000000000000000e+02,3.563900000000000000e+04,1.400000000000000000e+01,4.070000000000000000e+02
3.503000000000000000e+03,2.000000000000000000e+00,9.382421970367431641e-01,2.854324531555175781e+01,1.500000000000000000e+01,1.770000000000000000e+02,3.544800000000000000e+04,2.400000000000000000e+01,4.240000000000000000e+02
3.503000000000000000e+03,3.000000000000000000e+00,9.367267489433288574e-01,2.838431549072265625e+01,1.500000000000000000e+01,1.780000000000000000e+02,3.536500000000000000e+04,2.300000000000000000e+01,4.420000000000000000e+02
3.503000000000000000e+03,4.000000000000000000e+00,9.400016665458679199e-01,2.847145462036132812e+01,1.600000000000000000e+01,1.810000000000000000e+02,3.520300000000000000e+04,3.500000000000000000e+01,4.230000000000000000e+02
3.503000000000000000e+03,5.000000000000000000e+00,9.477781653404235840e-01,2.948235511779785156e+01,1.600000000000000000e+01,1.870000000000000000e+02,3.485900000000000000e+04,6.900000000000000000e+01,3.410000000000000000e+02
3.503000000000000000e+03,6.000000000000000000e+00,9.522915482521057129e-01,2.965711975097656250e+01,1.400000000000000000e+01,1.760000000000000000e+02,3.347300000000000000e+04,5.100000000000000000e+01,3.400000000000000000e+02
3.503000000000000000e+03,7.000000000000000000e+00,9.575534462928771973e-01,2.943907737731933594e+01,1.400000000000000000e+01,1.470000000000000000e+02,3.147000000000000000e+04,1.800000000000000000e+01,3.200000000000000000e+02
3.503000000000000000e+03,8.000000000000000000e+00,9.695986509323120117e-01,3.059698867797851562e+01,1.200000000000000000e+01,1.070000000000000000e+02,2.900100000000000000e+04,1.900000000000000000e+01,2.740000000000000000e+02
3.503000000000000000e+03,9.000000000000000000e+00,9.752708673477172852e-01,3.112529754638671875e+01,8.000000000000000000e+00,6.900000000000000000e+01,2.490600000000000000e+04,1.400000000000000000e+01,2.280000000000000000e+02
3.504000000000000000e+03,0.000000000000000000e+00,8.576797246932983398e-01,2.215403556823730469e+01,0.000000000000000000e+00,4.300000000000000000e+01,1.646200000000000000e+04,2.340000000000000000e+02,3.800000000000000000e+02
3.504000000000000000e+03,1.000000000000000000e+00,8.674275875091552734e-01,2.292808341979980469e+01,1.000000000000000000e+00,4.300000000000000000e+01,1.662000000000000000e+04,2.960000000000000000e+02,3.990000000000000000e+02
